un. medida,predicted,texto
m3,"m3,metro,kg,caixa,comp,frasco,unidade,ampola,litro,kit",oxigenio samu
m3,"m3,grama,ampola,comp,conjunto,caixa,litro,kit,kg,unidade",oxigenio medicinal cil t 9 m 9  
m3,"comp,m3,grama,metro,caixa,kit,ampola,frasco,kg,unidade",ar medicinal cil k 9 m 9  
m3,"comp,m3,grama,metro,caixa,kit,ampola,frasco,kg,unidade",ar medicinal cil k 9 m 9  
m3,"caixa,m3,unidade,frasco,litro,comp,grama,metro,ampola,kg",oxigenio med cil linde 9 l 9 m 9 vz onu 9 oxigenio  comprimido 9 9 9
m3,"m3,grama,ampola,comp,conjunto,caixa,litro,kit,kg,unidade",oxigenio medicinal cil t 9 m 9  
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,grama,ampola,comp,conjunto,caixa,litro,kit,kg,unidade",oxigenio medicinal cil t 9 m 9  
m3,"m3,grama,ampola,comp,conjunto,caixa,litro,kit,kg,unidade",oxigenio medicinal cil t 9 m 9  
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,caixa,litro,unidade,conjunto,grama,comp,kg,metro,kit",oxigenio medicinal cil t 9 m 9
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"caixa,m3,unidade,frasco,litro,comp,grama,metro,ampola,kg",oxigenio med cil linde 9 l 9 m 9 vz onu 9 oxigenio  comprimido 9 9 9
m3,"m3,comp,unidade,litro,caixa,grama,conjunto,frasco,metro,ampola",ar comprimido 9 m 9
m3,"caixa,m3,unidade,frasco,litro,comp,grama,metro,ampola,kg",oxigenio med cil linde 9 l 9 m 9 vz onu 9 oxigenio  comprimido 9 9 9
m3,"m3,caixa,kg,grama,litro,metro,comp,conjunto,unidade,cilindro",cilindro de oxig nio de 9 m 9
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,comp,unidade,litro,caixa,grama,conjunto,frasco,metro,ampola",ar comprimido 9 m 9
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,grama,ampola,comp,conjunto,caixa,litro,kit,kg,unidade",oxigenio medicinal cil t 9 m 9  
m3,"m3,comp,unidade,litro,caixa,grama,conjunto,frasco,metro,ampola",ar comprimido 9 m 9
m3,"m3,grama,ampola,comp,conjunto,caixa,litro,kit,kg,unidade",oxigenio medicinal cil t 9 m 9  
m3,"m3,caixa,metro,kg,comp,unidade,frasco,grama,litro,cilindro",oxigenio 9 m 9
m3,"m3,grama,caixa,comp,unidade,metro,frasco,conjunto,litro,kg",ar medicinal cil k 9 m 9
metro,"unidade,comp,grama,litro,metro,caixa,kg,m3,rolo,conjunto",atadura crepon 9 cm x 9 m 9 f
metro,"grama,metro,litro,unidade,comp,caixa,conjunto,kg,kit,ampola",tnt cores diversas   rolo c  9 m
metro,"litro,comp,conjunto,frasco,unidade,metro,ampola,grama,caixa,rolo",tecido tnt cor div 9 x 9 m 9 p polipropilento
metro,"unidade,metro,litro,grama,comp,frasco,caixa,rolo,galao,ampola",papel toalha fd c 9 pct  c 9 und x 9 mt
metro,"grama,metro,comp,unidade,caixa,litro,frasco,kg,ampola,m3",passamanaria av 9 pc c 9 m
metro,"litro,metro,comp,unidade,grama,conjunto,frasco,ampola,caixa,rolo",entretela colante 9 mt
metro,"litro,unidade,metro,comp,grama,conjunto,ampola,rolo,frasco,m3",papel higienico 9 mts
metro,"unidade,comp,litro,ampola,metro,grama,galao,kg,caixa,kit",cabo flexivel 9 mm c 9 m megacampos
metro,"unidade,metro,comp,ampola,grama,litro,frasco,kg,caixa,kit",cer 9 x 9 icapui bco a cx 9 m cerbras
metro,"unidade,grama,litro,metro,frasco,comp,caixa,rolo,ampola,galao",papel esteril bobina pgc petpp 9 mmx 9 mt
metro,"metro,m3,comp,litro,caixa,kg,unidade,frasco,ampola,grama",oxigenio 9 mts
metro,"unidade,litro,comp,grama,caixa,metro,m3,conjunto,kg,rolo",sapucaia serr em linha 9 m 9/9
metro,"litro,unidade,comp,metro,grama,galao,caixa,ampola,rolo,conjunto",atadura crepe 9 cm x 9 m ortoflex
metro,"unidade,metro,grama,ampola,comp,kg,galao,kit,caixa,litro",papel higienico angel soft 9 x 9 9 m
metro,"metro,m3,comp,litro,caixa,kg,unidade,frasco,ampola,grama",oxigenio 9 mts
metro,"litro,metro,conjunto,comp,unidade,grama,ampola,kit,galao,caixa",tubo pvc 9 mm pn 9 c  9 mts er met
metro,"comp,unidade,grama,litro,metro,caixa,conjunto,rolo,frasco,cilindro",gaze queijo 9 f 9 mts clean
metro,"grama,frasco,comp,unidade,metro,ampola,litro,m3,caixa,conjunto",papel grau cirurgico medio 9 mm x 9 m lote 9 
metro,"litro,comp,unidade,metro,frasco,caixa,grama,rolo,ampola,conjunto",tnt rosas pk 9 grx 9 m 9 p polipropileno
metro,"frasco,comp,grama,unidade,metro,ampola,m3,caixa,litro,conjunto",papel grau cirurgico grande 9 mm x 9 m lote m 9 
metro,"kit,frasco,grama,comp,metro,ampola,m3,caixa,unidade,kg",fita adesiva autoclave 9 mm x 9 m                 
metro,"metro,m3,comp,litro,caixa,kg,unidade,frasco,ampola,grama",oxigenio 9 mts
metro,"unidade,litro,comp,grama,frasco,caixa,metro,rolo,ampola,conjunto",papel hig  institu  lorde verde bco 9 celulose c 9 m fd c 9 rl lorde
metro,"litro,metro,galao,comp,unidade,grama,ampola,caixa,kg,conjunto",esparadrapo impermeavel 9 cm x 9 mt
metro,"grama,unidade,metro,comp,frasco,ampola,caixa,litro,kg,m3",papel higienico personal lavanda 9 r 9 m
metro,"comp,unidade,metro,frasco,ampola,grama,litro,conjunto,caixa,m3",tubo de latex n  9 pct c  9 m 9 r latex lote 9 
metro,"litro,conjunto,grama,comp,metro,unidade,ampola,rolo,kit,caixa",fita isolante 9 m display amanco
metro,"litro,metro,unidade,comp,grama,caixa,rolo,conjunto,kg,m3",papel grau cir ph 9 mmx 9 mt
metro,"litro,comp,metro,unidade,grama,caixa,kit,kg,m3,conjunto",fita isolante tigre 9 x 9 mts
metro,"metro,comp,grama,litro,kit,ampola,caixa,unidade,m3,kg",fita auto clave 9 mm x 9 m
metro,"litro,metro,unidade,comp,ampola,grama,conjunto,kit,galao,caixa",tecido tnt 9 x 9 m cores diversas
metro,"litro,unidade,comp,caixa,grama,frasco,metro,rolo,ampola,galao",lencol papel hosp 9 x 9 mts creme recicl
metro,"unidade,grama,comp,metro,litro,conjunto,ampola,m3,galao,caixa",papel grau cirurgico 9 cm x 9 mt imposto ibpt nacional 9 
metro,"comp,metro,frasco,grama,unidade,litro,ampola,m3,caixa,kit",filme para ultrasom typi i normal upp 9 s 9 mm 9 m cx com 9 sony lote 9 
metro,"metro,m3,comp,litro,caixa,kg,unidade,frasco,ampola,grama",oxigenio 9 mts
metro,"litro,frasco,comp,grama,conjunto,unidade,ampola,caixa,rolo,metro",cerbras ceram 9 a 9 mt araripe cinza titanio
metro,"metro,litro,unidade,ampola,comp,caixa,kg,grama,frasco,kit",tubo pvc 9 mm c 9 mts p bolsa classe a
metro,"metro,litro,comp,unidade,grama,conjunto,ampola,kg,caixa,kit",esparadrapo tam 9 cm x 9 mt
metro,"metro,grama,comp,litro,unidade,kit,conjunto,ampola,caixa,rolo",fio paralelo 9 x 9 9 m cobrecom
metro,"grama,frasco,comp,unidade,metro,ampola,litro,m3,caixa,conjunto",papel grau cirurgico medio 9 mm x 9 m lote 9 
metro,"litro,comp,metro,unidade,grama,caixa,cilindro,conjunto,kit,ampola",frillon 9 9 x 9 mt acrilon
metro,"litro,unidade,comp,frasco,metro,grama,rolo,ampola,galao,caixa",eletroduto corrugado 9 mm 9 mt amarelo
metro,"metro,m3,comp,litro,caixa,kg,unidade,frasco,ampola,grama",oxigenio 9 mts
metro,"metro,ampola,comp,kg,kit,litro,unidade,grama,caixa,galao",fita cirurgica microporosa 9 mmx 9 m
metro,"unidade,comp,frasco,grama,litro,caixa,metro,ampola,conjunto,kg",atadura de crepom 9 f 9 cm x 9 m pct c  9 lote 9
metro,"comp,litro,unidade,grama,conjunto,metro,ampola,galao,caixa,rolo",veda rosca 9 x 9 mts polytubes
metro,"kit,frasco,grama,comp,metro,ampola,m3,caixa,unidade,kg",fita adesiva autoclave 9 mm x 9 m                 
metro,"metro,m3,comp,litro,caixa,kg,unidade,frasco,ampola,grama",oxigenio 9 mts
metro,"comp,grama,frasco,unidade,caixa,ampola,litro,metro,rolo,m3",pelicula g 9 9 mts chacoal grafite flex 
metro,"metro,grama,kit,comp,litro,unidade,frasco,conjunto,m3,ampola",fita 9 x 9 carvalho 9 m r
metro,"unidade,frasco,grama,caixa,metro,comp,litro,conjunto,ampola,m3",papel esteril bobina pgc petpp 9 mmx 9 mt lote 9
metro,"grama,comp,unidade,conjunto,metro,litro,galao,caixa,ampola,m3",gaze em rolo tipo queijo 9 dobras de 9 cmx 9 m megatex 
metro,"litro,comp,conjunto,frasco,unidade,metro,ampola,grama,caixa,rolo",tecido tnt cor div 9 x 9 m 9 p polipropilento
metro,"metro,comp,grama,litro,kit,unidade,caixa,ampola,kg,frasco",filtro oleo comb  r 9 9 m
metro,"litro,unidade,grama,comp,conjunto,caixa,kg,rolo,kit,galao",copo desc copobras transp 9 ml
metro,"comp,grama,metro,unidade,m3,caixa,kg,litro,kit,conjunto",barra chata 9/9 x 9/9 a 9 9 m
metro,"unidade,metro,comp,grama,litro,m3,caixa,rolo,kg,conjunto",papel grau cirurgico 9 mmx 9 m
metro,"grama,litro,comp,frasco,unidade,conjunto,metro,ampola,rolo,caixa",gaze hidrofila 9 cmx 9 m 9 fios stander nataly
rolo,"comp,grama,frasco,litro,unidade,ampola,metro,rolo,caixa,conjunto",gase rolo 9 x 9 9 fios bio textil bio textil 
rolo,"unidade,litro,metro,comp,frasco,ampola,grama,caixa,conjunto,galao",lencol descartavel de papel em rolo 9 x 9 m dumbo marca sapporo
rolo,"litro,comp,metro,conjunto,unidade,grama,rolo,frasco,kit,caixa",folha de aluminio em rolo
rolo,"unidade,litro,grama,comp,metro,conjunto,frasco,rolo,ampola,caixa",gaze rolo 9 x 9 9 f std
rolo,"comp,unidade,frasco,grama,ampola,litro,metro,caixa,conjunto,rolo",atadura crepom 9 x 9 9 fios pct 9 rls biote 
rolo,"litro,comp,metro,unidade,conjunto,grama,ampola,caixa,frasco,rolo",rolo de la 9 cm atlas
rolo,"litro,unidade,grama,comp,metro,rolo,galao,conjunto,frasco,ampola",papel grau cirurgico 9 cmx 9 mt rl
rolo,"litro,unidade,comp,grama,conjunto,galao,metro,rolo,caixa,frasco",gaze em rolo 9 fios biotextil
rolo,"litro,unidade,grama,comp,metro,rolo,galao,conjunto,frasco,ampola",papel grau cirurgico 9 cmx 9 mt rl
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"unidade,comp,litro,grama,metro,frasco,conjunto,caixa,kg,rolo",agulha desc 9 x 9 9 und
unidade,"unidade,litro,grama,conjunto,comp,galao,metro,caixa,ampola,kit",ovos de granja dm ovos c 9 unds
unidade,"comp,litro,grama,metro,unidade,conjunto,caixa,rolo,galao,frasco",g glimepirida 9 mg c 9 sandoz
unidade,"unidade,grama,litro,caixa,metro,comp,ampola,conjunto,galao,frasco",papel chamex mult a 9 c 9 fls 9 x 9
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"caixa,unidade,litro,cilindro,grama,comp,m3,conjunto,kg,metro",ovos vermelho cascavel c 9
unidade,"unidade,litro,comp,metro,grama,galao,ampola,caixa,rolo,kg",atadura de crepe de 9 cm c  9 neve
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"litro,conjunto,unidade,comp,metro,grama,frasco,m3,ampola,caixa",ovo medio c 9 sonovo
unidade,"comp,unidade,ampola,litro,metro,frasco,grama,kg,kit,caixa",teicoplanina 9 mg teiplan c 9 uniao 
unidade,"grama,frasco,comp,unidade,litro,caixa,ampola,metro,conjunto,rolo",copo descart vel caixa c  9 unid copobras
unidade,"unidade,litro,comp,grama,frasco,caixa,kit,metro,conjunto,kg",pilha alcalina pequena aa lr 9   cartela c  9 und
unidade,"unidade,comp,metro,litro,ampola,grama,frasco,kg,galao,caixa",atadura de crepom 9 cm x 9 9 fios c 9 imposto ibpt nacional 9 
unidade,"comp,litro,metro,unidade,conjunto,grama,ampola,m3,rolo,caixa",noex 9 mcg c 9 doses
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"unidade,grama,frasco,comp,litro,kg,caixa,metro,ampola,galao",papel a 9 copimax 9 x 9 c 9 fls 9 x 9
unidade,"unidade,litro,comp,metro,grama,caixa,rolo,galao,conjunto,frasco",papel oficio a 9 9 x 9 c 9 fls
unidade,"unidade,comp,litro,grama,metro,conjunto,frasco,caixa,ampola,kg",esponja de aco c 9 und
unidade,"unidade,comp,frasco,metro,caixa,ampola,grama,litro,kg,kit",luva de procedimento p cx c 9 embramac 
unidade,"unidade,grama,litro,ampola,kit,kg,galao,comp,metro,frasco",sais p  reidratacao oral c 9 env 9 gr
unidade,"unidade,comp,litro,metro,grama,frasco,conjunto,caixa,m3,kg",atad  de crepom 9 cm c 9
unidade,"litro,comp,unidade,caixa,metro,frasco,conjunto,grama,ampola,rolo",tubo plast  p col  a vacuo tp am 9 ml 9 x 9 mm c ativ  coag  gel sep rack c 9 und marca injex
unidade,"unidade,litro,grama,comp,metro,frasco,conjunto,caixa,kg,ampola",carbono 9 face cx c 9 fls
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"unidade,comp,litro,caixa,frasco,grama,metro,m3,conjunto,rolo",pilha rayovac media c 9
unidade,"unidade,comp,frasco,grama,kit,caixa,litro,metro,kg,conjunto",lamina para estilete  a o largura de 9 cm c  9 und 
unidade,"unidade,comp,grama,litro,metro,caixa,conjunto,m3,rolo,frasco",papel higienico folha dupla fardo com 9 pct com 9 und 
unidade,"unidade,comp,litro,metro,caixa,frasco,grama,kg,ampola,galao",atadura de crepom 9 cm x 9 9 fios c 9
unidade,"grama,comp,kit,caixa,conjunto,ampola,unidade,kg,frasco,metro",sonda de aspiracao traqueal n 9 pct  c 9 medsonda 
unidade,"comp,grama,unidade,litro,metro,caixa,conjunto,frasco,kg,ampola",carvedilol 9 mg c 9 gen
unidade,"litro,grama,unidade,comp,frasco,galao,ampola,caixa,kg,metro",compressa 9 x 9 9 fios c 9 esteril
unidade,"unidade,litro,comp,grama,conjunto,frasco,metro,m3,caixa,ampola",pano de prato c  9 ud
unidade,"unidade,litro,comp,grama,metro,caixa,rolo,conjunto,galao,cilindro",papel sulfite a 9 bco c 9 fls
unidade,"litro,unidade,comp,metro,galao,grama,conjunto,rolo,caixa,kit",papel a 9 9 x 9 c 9 fls report
unidade,"unidade,litro,comp,metro,grama,conjunto,rolo,caixa,frasco,kit",papel a 9 com 9 folhas rino
unidade,"comp,frasco,grama,unidade,ampola,conjunto,m3,caixa,metro,litro",carbonato de litio 9 mg g cx c 9 c 9 hipol c 9 
unidade,"comp,frasco,unidade,caixa,grama,litro,ampola,metro,conjunto,rolo",luva procedim top quality tam p 9 un medix 
unidade,"unidade,comp,litro,grama,metro,cilindro,caixa,conjunto,m3,rolo",metronidazol creme vag 9 und
unidade,"unidade,litro,conjunto,comp,grama,metro,m3,caixa,frasco,cilindro",ovo branco medio 9 und
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"unidade,litro,grama,comp,metro,conjunto,caixa,ampola,galao,kg",balao 9 liso rosa tutti frutti c 9
unidade,"comp,unidade,caixa,litro,grama,frasco,m3,metro,ampola,kg",eva em folha c 9
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"unidade,grama,litro,conjunto,comp,metro,kg,caixa,ampola,galao",compressa gaze 9 x 9 9 fios 9 und
unidade,"unidade,litro,comp,conjunto,grama,metro,m3,caixa,ampola,frasco",ovo bandeja c 9 unds
unidade,"unidade,litro,cilindro,comp,caixa,conjunto,metro,grama,m3,kg",ovos de galinha emb c 9 und
unidade,"unidade,litro,comp,metro,grama,caixa,rolo,galao,conjunto,frasco",papel oficio a 9 9 x 9 c 9 fls
unidade,"unidade,grama,litro,comp,kg,metro,ampola,caixa,frasco,conjunto",caneta esferografica azul 9 c 9 und
unidade,"unidade,litro,comp,grama,conjunto,caixa,metro,m3,kg,cilindro",ovos brancos bandeja c  9 und
unidade,"unidade,litro,comp,metro,ampola,kit,frasco,grama,galao,caixa",lapis hidrocor c 9 neopen compactor
unidade,"unidade,m3,caixa,frasco,litro,grama,comp,metro,ampola,kg",oxigenio med em cil 9 m 9 tg 9 na un 9
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"unidade,comp,litro,grama,frasco,ampola,metro,caixa,kg,conjunto",unid proc dig peq cap unid proc dig hp d
unidade,"comp,grama,unidade,litro,ampola,conjunto,caixa,cilindro,metro,kg",nutrison 9 energy tetra 9 ml cx c 9 lot 9 fab  val 
unidade,"unidade,frasco,comp,grama,ampola,metro,caixa,litro,kg,kit",levomepromazina 9 mg levozine cx 9 c 9 
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"unidade,comp,litro,caixa,grama,metro,m3,conjunto,kg,cilindro",esponja multiuso unid 9 x 9
unidade,"unidade,litro,conjunto,comp,grama,metro,kg,ampola,rolo,kit",hf ovo bco gd pvc bdj 9 x 9 9 und
unidade,"comp,unidade,frasco,grama,litro,metro,caixa,ampola,rolo,conjunto",papel linho tam a 9 c 9 und bco offpaper
unidade,"comp,unidade,litro,grama,caixa,metro,m3,cilindro,conjunto,kg",atadura crepom 9 cm pct c  9
unidade,"unidade,litro,comp,grama,metro,caixa,rolo,conjunto,galao,cilindro",papel sulfite a 9 bco c 9 fls
unidade,"unidade,litro,comp,metro,grama,galao,ampola,caixa,rolo,kg",atadura de crepe de 9 cm c  9 neve
unidade,"comp,frasco,unidade,caixa,grama,litro,ampola,metro,conjunto,rolo",luva procedim top quality tam p 9 un medix 
unidade,"litro,metro,unidade,comp,caixa,frasco,ampola,grama,m3,kg",triglicerideo enzimatico c 9 testes lt 9
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"unidade,litro,comp,frasco,grama,metro,caixa,conjunto,ampola,rolo",toalha de papel folha 9 x 9 cm fardo com 9 und
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"unidade,litro,comp,metro,grama,caixa,rolo,galao,conjunto,frasco",papel oficio a 9 9 x 9 c 9 fls
unidade,"unidade,comp,litro,metro,caixa,frasco,grama,kg,ampola,galao",atadura de crepom 9 cm x 9 9 fios c 9
unidade,"grama,comp,conjunto,ampola,unidade,metro,kg,m3,caixa,galao",compressa de gaze 9 x 9 cm 9 fios esteril herica c 9 pct c 
unidade,"unidade,litro,comp,metro,ampola,kit,frasco,grama,galao,caixa",lapis hidrocor c 9 neopen compactor
unidade,"unidade,litro,metro,grama,conjunto,comp,caixa,frasco,ampola,m3",ovos de galinha bandeja c  9 unidades sao luis
unidade,"unidade,caixa,conjunto,litro,grama,m3,frasco,metro,comp,cilindro",ovos granja mauricea c 9
unidade,"unidade,comp,litro,grama,frasco,ampola,kit,kg,metro,caixa",abridor de boca adulto maquira 9 un 
unidade,"grama,unidade,comp,litro,frasco,metro,caixa,conjunto,kg,ampola",caneta compactor 9 c 9 az
unidade,"unidade,grama,comp,conjunto,kg,litro,kit,caixa,galao,ampola",copo descartavel 9 ml c 9 unid 
unidade,"litro,unidade,frasco,comp,grama,conjunto,metro,ampola,caixa,rolo",atadura de crepon 9 cm 9 9 fios c 9 unid  real
unidade,"comp,unidade,grama,litro,metro,conjunto,caixa,kit,ampola,kg",captopril 9 mg g cx c 9 mario 
unidade,"unidade,comp,grama,litro,caixa,m3,frasco,conjunto,ampola,metro",papel higienico c 9
unidade,"unidade,litro,comp,grama,conjunto,caixa,metro,m3,kg,cilindro",ovos brancos bandeja c  9 und
unidade,"litro,unidade,comp,metro,grama,frasco,rolo,caixa,conjunto,ampola",papel sulfite a 9 c 9 fls
unidade,"unidade,grama,litro,comp,kg,metro,ampola,caixa,frasco,conjunto",caneta esferografica azul 9 c 9 und
unidade,"litro,unidade,grama,comp,metro,caixa,galao,kit,conjunto,rolo",lamina de bisturi c 9 9 labor
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"comp,unidade,caixa,m3,metro,litro,grama,cilindro,conjunto,kg",algodao 9 9 c ag 9 cm cx c 9
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"conjunto,grama,caixa,m3,litro,ampola,unidade,galao,comp,kg",dipirona envelope c 9 dipimed n 9
unidade,"unidade,litro,comp,grama,conjunto,frasco,metro,ampola,caixa,m3",mebendazol susp und
unidade,"unidade,comp,litro,metro,grama,frasco,conjunto,caixa,m3,kg",atad  de crepom 9 cm c 9
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"comp,unidade,litro,grama,m3,conjunto,frasco,metro,caixa,ampola",sabonete infantil c 9
unidade,"comp,unidade,grama,metro,litro,frasco,caixa,kit,conjunto,ampola",papel toalha c 9 caprice 
unidade,"unidade,litro,comp,metro,frasco,grama,caixa,kg,kit,conjunto",bot o bonor ny pol  9/9 9 pto c 9 und
unidade,"unidade,comp,grama,litro,frasco,conjunto,m3,metro,caixa,ampola",abaixador de lingua c  9
unidade,"unidade,litro,comp,metro,caixa,cilindro,kg,m3,kit,frasco",ovos c 9 und
unidade,"unidade,comp,litro,metro,frasco,grama,caixa,ampola,rolo,galao",atadura de crepe de 9 cm c  9 unid 9 fios
unidade,"comp,unidade,grama,metro,frasco,caixa,litro,conjunto,ampola,kit",lacto purga env c 9 comp 
unidade,"litro,comp,caixa,unidade,grama,frasco,metro,ampola,conjunto,rolo",syphilis ice c 9 t lote d 9 marca diasorin
unidade,"comp,unidade,litro,grama,caixa,metro,m3,cilindro,conjunto,kg",atadura crepom 9 cm pct c  9
unidade,"litro,unidade,comp,conjunto,metro,grama,caixa,frasco,ampola,cilindro",tubo p col  a vacuo plast  tp am 9 ml 9 x 9 mm c ativ  coag  gel sep rack c 9 und lote 9/9 marca injex
unidade,"comp,unidade,litro,metro,grama,caixa,rolo,conjunto,kg,cilindro",papel ofic a 9 c 9 hp office
unidade,"unidade,litro,grama,comp,conjunto,caixa,metro,m3,frasco,rolo",ovos granja cascavel bd c 9 un
unidade,"comp,litro,metro,grama,unidade,cilindro,caixa,conjunto,m3,ampola",hidrocortisona 9 mg c 9 inj
unidade,"comp,unidade,grama,ampola,metro,frasco,litro,galao,kit,caixa",prometazina 9 mg c 9 cristalia sp 
unidade,"unidade,litro,comp,conjunto,grama,metro,caixa,m3,frasco,cilindro",ovos bandeja com 9 und
unidade,"unidade,litro,comp,conjunto,grama,metro,m3,frasco,caixa,cilindro",ovos bandeja c  9 und
unidade,"unidade,litro,comp,grama,frasco,conjunto,caixa,metro,ampola,m3",pilha media c 9 und
unidade,"comp,litro,unidade,grama,metro,ampola,caixa,conjunto,frasco,m3",fosforo maco c  9 cx
unidade,"comp,unidade,litro,grama,conjunto,m3,kg,ampola,caixa,kit",hioscina composta sol inj  c 9 imposto ibpt nacional 9 
unidade,"caixa,comp,unidade,grama,frasco,metro,m3,litro,ampola,kg",papel oficio c 9
unidade,"caixa,unidade,comp,grama,litro,frasco,ampola,metro,m3,conjunto",nylon mon  preto 9 9 c  ag  9/9 9 cm cx c 9
unidade,"unidade,grama,comp,litro,metro,frasco,conjunto,caixa,m3,kg",bandeja de ovos c  9 und
unidade,"comp,unidade,grama,litro,metro,ampola,caixa,conjunto,m3,kg",haloperidol 9 mg cx 9 halo c 9 
unidade,"unidade,litro,comp,grama,frasco,caixa,conjunto,metro,ampola,rolo",lapis grafite n 9 sem ponteira pacote c 9 und
unidade,"comp,unidade,ampola,litro,metro,frasco,grama,kg,kit,caixa",teicoplanina 9 mg teiplan c 9 uniao 
unidade,"unidade,litro,comp,grama,metro,frasco,galao,ampola,kg,caixa",papel oficio a 9 report 9 x 9 c 9 fls
unidade,"unidade,litro,comp,grama,metro,conjunto,frasco,caixa,kg,rolo",saco p  lixo 9 lt c 9 ud
unidade,"unidade,caixa,frasco,comp,kg,grama,litro,metro,ampola,m3",caldo de galinha e carne knor tira c 9
